Date,open,high,low,close,adjclose,volume,ingested_at_utc
2016-01-04,147500.0,148000.0,143500.0,144000.0,102446.234375,445332,2026-02-19 06:47:45.287325+00:00
2016-01-05,143000.0,145000.0,142000.0,143500.0,102090.53125,530496,2026-02-19 06:47:45.287325+00:00
2016-01-06,144000.0,145000.0,139000.0,140000.0,99600.5390625,769406,2026-02-19 06:47:45.287325+00:00
2016-01-07,138500.0,140000.0,137500.0,137500.0,97821.9453125,586187,2026-02-19 06:47:45.287325+00:00
2016-01-08,134500.0,138000.0,133500.0,136500.0,97110.5078125,888701,2026-02-19 06:47:45.287325+00:00
2016-01-11,134500.0,140500.0,134000.0,140000.0,99600.5390625,542749,2026-02-19 06:47:45.287325+00:00
2016-01-12,140500.0,141500.0,139000.0,139500.0,99244.8046875,386506,2026-02-19 06:47:45.287325+00:00
2016-01-13,140500.0,141500.0,139500.0,140500.0,99956.234375,338336,2026-02-19 06:47:45.287325+00:00
2016-01-14,138500.0,143500.0,136500.0,141000.0,100311.9453125,664829,2026-02-19 06:47:45.287325+00:00
2016-01-15,141000.0,142000.0,136500.0,138500.0,98533.3671875,568653,2026-02-19 06:47:45.287325+00:00
2016-01-18,137500.0,140000.0,135500.0,139000.0,98889.09375,400716,2026-02-19 06:47:45.287325+00:00
2016-01-19,138000.0,140000.0,136000.0,140000.0,99600.5390625,332956,2026-02-19 06:47:45.287325+00:00
2016-01-20,139500.0,140000.0,135500.0,136500.0,97110.5078125,544330,2026-02-19 06:47:45.287325+00:00
2016-01-21,136000.0,138000.0,135500.0,137000.0,97466.2265625,455723,2026-02-19 06:47:45.287325+00:00
2016-01-22,138000.0,140500.0,136500.0,139000.0,98889.09375,551671,2026-02-19 06:47:45.287325+00:00
2016-01-25,140000.0,140500.0,136000.0,137500.0,97821.9453125,543064,2026-02-19 06:47:45.287325+00:00
2016-01-26,136500.0,137000.0,134500.0,136000.0,96754.78125,564584,2026-02-19 06:47:45.287325+00:00
2016-01-27,135500.0,137000.0,134500.0,137000.0,97466.2265625,702981,2026-02-19 06:47:45.287325+00:00
2016-01-28,135500.0,136500.0,134500.0,135000.0,96043.359375,480730,2026-02-19 06:47:45.287325+00:00
2016-01-29,135000.0,136000.0,131000.0,133000.0,94620.4921875,990382,2026-02-19 06:47:45.287325+00:00
2016-02-01,132000.0,132500.0,130500.0,132500.0,94264.7734375,689972,2026-02-19 06:47:45.287325+00:00
2016-02-02,131500.0,132500.0,129000.0,129500.0,92130.46875,594441,2026-02-19 06:47:45.287325+00:00
2016-02-03,127500.0,129500.0,126500.0,129000.0,91774.765625,649021,2026-02-19 06:47:45.287325+00:00
2016-02-04,130000.0,132500.0,129500.0,132500.0,94264.7734375,600523,2026-02-19 06:47:45.287325+00:00
2016-02-05,132000.0,133500.0,131000.0,133500.0,94976.2109375,513150,2026-02-19 06:47:45.287325+00:00
2016-02-11,130500.0,132500.0,130500.0,131000.0,93197.625,688873,2026-02-19 06:47:45.287325+00:00
2016-02-12,131500.0,137500.0,131000.0,137000.0,97466.2265625,1264899,2026-02-19 06:47:45.287325+00:00
2016-02-15,137500.0,141500.0,135000.0,139500.0,99244.8046875,879160,2026-02-19 06:47:45.287325+00:00
2016-02-16,139500.0,142500.0,137500.0,141000.0,100311.9453125,524822,2026-02-19 06:47:45.287325+00:00
2016-02-17,142000.0,147500.0,141000.0,147000.0,104580.546875,772996,2026-02-19 06:47:45.287325+00:00
2016-02-18,147500.0,149000.0,145500.0,147000.0,104580.546875,468798,2026-02-19 06:47:45.287325+00:00
2016-02-19,147000.0,151000.0,147000.0,149000.0,106003.421875,477553,2026-02-19 06:47:45.287325+00:00
2016-02-22,147500.0,148500.0,146000.0,147500.0,104936.25,273335,2026-02-19 06:47:45.287325+00:00
2016-02-23,148000.0,149000.0,146500.0,149000.0,106003.421875,250401,2026-02-19 06:47:45.287325+00:00
2016-02-24,147500.0,150000.0,146500.0,149000.0,106003.421875,191286,2026-02-19 06:47:45.287325+00:00
2016-02-25,149500.0,153000.0,145500.0,147000.0,104580.546875,490265,2026-02-19 06:47:45.287325+00:00
2016-02-26,148000.0,148000.0,144500.0,147000.0,104580.546875,351408,2026-02-19 06:47:45.287325+00:00
2016-02-29,145500.0,149000.0,144500.0,147500.0,104936.25,570117,2026-02-19 06:47:45.287325+00:00
2016-03-02,150000.0,150000.0,148000.0,150000.0,106714.8359375,539821,2026-02-19 06:47:45.287325+00:00
2016-03-03,151500.0,151500.0,146000.0,147500.0,104936.25,627810,2026-02-19 06:47:45.287325+00:00
2016-03-04,146000.0,147500.0,143500.0,147500.0,104936.25,696287,2026-02-19 06:47:45.287325+00:00
2016-03-07,147500.0,147500.0,145500.0,146500.0,104224.8125,317439,2026-02-19 06:47:45.287325+00:00
2016-03-08,145000.0,149500.0,145000.0,148000.0,105291.9609375,366489,2026-02-19 06:47:45.287325+00:00
2016-03-09,147000.0,149500.0,146500.0,149500.0,106359.1328125,452965,2026-02-19 06:47:45.287325+00:00
2016-03-10,149000.0,150000.0,148000.0,148000.0,105291.9609375,690061,2026-02-19 06:47:45.287325+00:00
2016-03-11,147500.0,150000.0,147500.0,149000.0,106003.421875,408175,2026-02-19 06:47:45.287325+00:00
2016-03-14,150000.0,150500.0,147000.0,148500.0,105647.6953125,362075,2026-02-19 06:47:45.287325+00:00
2016-03-15,148500.0,149000.0,146000.0,147000.0,104580.546875,309077,2026-02-19 06:47:45.287325+00:00
2016-03-16,147000.0,148000.0,145500.0,146500.0,104224.8125,206136,2026-02-19 06:47:45.287325+00:00
2016-03-17,148000.0,148500.0,146000.0,146500.0,104224.8125,492380,2026-02-19 06:47:45.287325+00:00
2016-03-18,148000.0,150500.0,147500.0,150500.0,107070.5625,769047,2026-02-19 06:47:45.287325+00:00
2016-03-21,151000.0,155000.0,149500.0,154500.0,109916.2890625,803657,2026-02-19 06:47:45.287325+00:00
2016-03-22,155500.0,159000.0,155000.0,159000.0,113117.7109375,872121,2026-02-19 06:47:45.287325+00:00
2016-03-23,159500.0,159500.0,157000.0,158000.0,112406.3046875,454762,2026-02-19 06:47:45.287325+00:00
2016-03-24,156500.0,157000.0,154500.0,155500.0,110627.6953125,288522,2026-02-19 06:47:45.287325+00:00
2016-03-25,154500.0,155500.0,152000.0,153000.0,108849.140625,279961,2026-02-19 06:47:45.287325+00:00
2016-03-28,153000.0,156500.0,152000.0,154000.0,109560.5625,186865,2026-02-19 06:47:45.287325+00:00
2016-03-29,155000.0,156000.0,153500.0,155000.0,110271.984375,229075,2026-02-19 06:47:45.287325+00:00
2016-03-30,156000.0,159000.0,155000.0,155500.0,110627.6953125,373060,2026-02-19 06:47:45.287325+00:00
2016-03-31,156000.0,156000.0,151500.0,152500.0,108493.40625,575626,2026-02-19 06:47:45.287325+00:00
2016-04-01,152500.0,152500.0,147500.0,149500.0,106359.1328125,604435,2026-02-19 06:47:45.287325+00:00
2016-04-04,148500.0,149500.0,143500.0,144000.0,102446.234375,767267,2026-02-19 06:47:45.287325+00:00
2016-04-05,144000.0,145000.0,143500.0,144500.0,102801.9765625,292339,2026-02-19 06:47:45.287325+00:00
2016-04-06,144000.0,146000.0,144000.0,144000.0,102446.234375,379789,2026-02-19 06:47:45.287325+00:00
2016-04-07,143500.0,146500.0,143500.0,146500.0,104224.8125,366852,2026-02-19 06:47:45.287325+00:00
2016-04-08,146000.0,146500.0,144000.0,146000.0,103869.1015625,339546,2026-02-19 06:47:45.287325+00:00
2016-04-11,147500.0,147500.0,145000.0,146000.0,103869.1015625,197423,2026-02-19 06:47:45.287325+00:00
2016-04-12,146000.0,150000.0,145000.0,148500.0,105647.6953125,361212,2026-02-19 06:47:45.287325+00:00
2016-04-14,150000.0,152000.0,149500.0,152000.0,108137.7109375,496852,2026-02-19 06:47:45.287325+00:00
2016-04-15,150500.0,152000.0,149000.0,151500.0,107781.984375,297722,2026-02-19 06:47:45.287325+00:00
2016-04-18,150000.0,155000.0,150000.0,154000.0,109560.5625,406339,2026-02-19 06:47:45.287325+00:00
2016-04-19,155000.0,155000.0,152000.0,153000.0,108849.140625,310407,2026-02-19 06:47:45.287325+00:00
2016-04-20,153500.0,155000.0,151000.0,151500.0,107781.984375,270230,2026-02-19 06:47:45.287325+00:00
2016-04-21,152000.0,154500.0,152000.0,154000.0,109560.5625,297646,2026-02-19 06:47:45.287325+00:00
2016-04-22,152000.0,153500.0,150500.0,151000.0,107426.2734375,318972,2026-02-19 06:47:45.287325+00:00
2016-04-25,151000.0,152000.0,149000.0,149500.0,106359.1328125,273343,2026-02-19 06:47:45.287325+00:00
2016-04-26,149000.0,154000.0,149000.0,153500.0,109204.8671875,365930,2026-02-19 06:47:45.287325+00:00
2016-04-27,152000.0,153000.0,148500.0,149000.0,106003.421875,374037,2026-02-19 06:47:45.287325+00:00
2016-04-28,148500.0,150500.0,147000.0,148000.0,105291.9609375,466520,2026-02-19 06:47:45.287325+00:00
2016-04-29,146500.0,147500.0,142000.0,143500.0,102090.53125,739237,2026-02-19 06:47:45.287325+00:00
2016-05-02,142000.0,144000.0,141500.0,142500.0,101379.09375,242036,2026-02-19 06:47:45.287325+00:00
2016-05-03,143000.0,144000.0,142000.0,142500.0,101379.09375,359029,2026-02-19 06:47:45.287325+00:00
2016-05-04,141500.0,142000.0,138500.0,139000.0,98889.09375,807340,2026-02-19 06:47:45.287325+00:00
2016-05-09,138500.0,139000.0,135500.0,135500.0,96399.0625,482711,2026-02-19 06:47:45.287325+00:00
2016-05-10,136500.0,140500.0,136500.0,139500.0,99244.8046875,346710,2026-02-19 06:47:45.287325+00:00
2016-05-11,140500.0,142000.0,138500.0,139000.0,98889.09375,284228,2026-02-19 06:47:45.287325+00:00
2016-05-12,138000.0,138500.0,136500.0,136500.0,97110.5078125,421047,2026-02-19 06:47:45.287325+00:00
2016-05-13,136000.0,137500.0,135000.0,135000.0,96043.359375,529746,2026-02-19 06:47:45.287325+00:00
2016-05-16,136500.0,137500.0,135000.0,135500.0,96399.0625,397771,2026-02-19 06:47:45.287325+00:00
