Date,open,high,low,close,adjclose,volume,ingested_at_utc
06-03-2017,141500,145000,140000,145000,106108.1563,568168,2026-02-19 06:47:45.287325+00:00
07-03-2017,143000,146000,143000,144000,105376.3438,361237,2026-02-19 06:47:45.287325+00:00
08-03-2017,144000,144500,141500,144500,105742.2578,430524,2026-02-19 06:47:45.287325+00:00
09-03-2017,144500,145500,143500,145000,106108.1563,516356,2026-02-19 06:47:45.287325+00:00
10-03-2017,145000,146500,143500,146000,106839.9141,418788,2026-02-19 06:47:45.287325+00:00
13-03-2017,145500,147000,145000,146000,106839.9141,346033,2026-02-19 06:47:45.287325+00:00
14-03-2017,147000,149500,146500,149000,109035.2656,402984,2026-02-19 06:47:45.287325+00:00
15-03-2017,148500,149500,147500,149500,109401.1563,415972,2026-02-19 06:47:45.287325+00:00
16-03-2017,151500,152500,149000,151500,110864.7109,511511,2026-02-19 06:47:45.287325+00:00
17-03-2017,152500,152500,150000,151500,110864.7109,384871,2026-02-19 06:47:45.287325+00:00
20-03-2017,152500,157000,151500,156500,114523.6172,753898,2026-02-19 06:47:45.287325+00:00
21-03-2017,158000,171000,157500,170000,124402.625,2100147,2026-02-19 06:47:45.287325+00:00
22-03-2017,167500,170500,165500,170000,124402.625,1095061,2026-02-19 06:47:45.287325+00:00
23-03-2017,168500,169000,165000,165000,120743.7344,786599,2026-02-19 06:47:45.287325+00:00
24-03-2017,164000,167000,162000,164000,120011.9609,619369,2026-02-19 06:47:45.287325+00:00
27-03-2017,162000,163000,159000,162000,118548.4219,556569,2026-02-19 06:47:45.287325+00:00
28-03-2017,162000,163000,158500,160000,117084.8438,528384,2026-02-19 06:47:45.287325+00:00
29-03-2017,159500,160500,155500,156000,114157.75,594310,2026-02-19 06:47:45.287325+00:00
30-03-2017,156500,160000,156500,158500,115987.1797,541928,2026-02-19 06:47:45.287325+00:00
31-03-2017,159500,160500,156000,157500,115255.375,518427,2026-02-19 06:47:45.287325+00:00
03-04-2017,156500,157000,153000,156500,114523.6172,568863,2026-02-19 06:47:45.287325+00:00
04-04-2017,154000,155000,150000,152000,111230.5938,693275,2026-02-19 06:47:45.287325+00:00
05-04-2017,152500,152500,147000,150000,109767.0313,738030,2026-02-19 06:47:45.287325+00:00
06-04-2017,149500,150000,147500,148000,108303.4766,543682,2026-02-19 06:47:45.287325+00:00
07-04-2017,148000,149500,144000,144500,105742.2578,814773,2026-02-19 06:47:45.287325+00:00
10-04-2017,145000,147500,144500,146000,106839.9141,372373,2026-02-19 06:47:45.287325+00:00
11-04-2017,145000,145000,142500,142500,104278.6875,460813,2026-02-19 06:47:45.287325+00:00
12-04-2017,143000,144500,141500,141500,103546.8984,467523,2026-02-19 06:47:45.287325+00:00
13-04-2017,143000,144500,141000,142500,104278.6875,537212,2026-02-19 06:47:45.287325+00:00
14-04-2017,141500,143000,141000,142500,104278.6875,235481,2026-02-19 06:47:45.287325+00:00
17-04-2017,142500,144000,141000,144000,105376.3438,354807,2026-02-19 06:47:45.287325+00:00
18-04-2017,144500,144500,141000,141000,103181.0156,512212,2026-02-19 06:47:45.287325+00:00
19-04-2017,140000,140500,136500,137000,100253.8906,1028582,2026-02-19 06:47:45.287325+00:00
20-04-2017,137000,142000,137000,141500,103546.8984,837678,2026-02-19 06:47:45.287325+00:00
21-04-2017,142000,143000,141000,141500,103546.8984,520179,2026-02-19 06:47:45.287325+00:00
24-04-2017,141000,141500,139500,141500,103546.8984,474698,2026-02-19 06:47:45.287325+00:00
25-04-2017,142500,146500,142000,144500,105742.2578,670239,2026-02-19 06:47:45.287325+00:00
26-04-2017,145000,152000,144500,151000,110498.8203,1288277,2026-02-19 06:47:45.287325+00:00
27-04-2017,150000,151000,146500,147000,107571.7031,747891,2026-02-19 06:47:45.287325+00:00
28-04-2017,144000,146000,142500,144000,105376.3438,686242,2026-02-19 06:47:45.287325+00:00
02-05-2017,143000,152000,143000,151000,110498.8203,883476,2026-02-19 06:47:45.287325+00:00
04-05-2017,150500,153000,149500,152000,111230.5938,559335,2026-02-19 06:47:45.287325+00:00
08-05-2017,152000,158000,150500,158000,115621.2891,754482,2026-02-19 06:47:45.287325+00:00
10-05-2017,157000,160500,155500,156500,114523.6172,902973,2026-02-19 06:47:45.287325+00:00
11-05-2017,159000,159000,156500,157500,115255.375,683676,2026-02-19 06:47:45.287325+00:00
12-05-2017,156000,157000,153500,155000,113425.9375,546718,2026-02-19 06:47:45.287325+00:00
15-05-2017,153000,156000,152000,154000,112694.1484,320821,2026-02-19 06:47:45.287325+00:00
16-05-2017,155000,158000,154500,157500,115255.375,479777,2026-02-19 06:47:45.287325+00:00
17-05-2017,156000,159000,155000,158500,115987.1797,344159,2026-02-19 06:47:45.287325+00:00
18-05-2017,158000,166500,157500,165000,120743.7344,1274106,2026-02-19 06:47:45.287325+00:00
19-05-2017,167000,171000,160000,170000,124402.625,1889722,2026-02-19 06:47:45.287325+00:00
22-05-2017,169000,171000,167000,170000,124402.625,679426,2026-02-19 06:47:45.287325+00:00
23-05-2017,170000,173000,169000,170000,124402.625,649405,2026-02-19 06:47:45.287325+00:00
24-05-2017,168500,170000,163500,164000,120011.9609,876331,2026-02-19 06:47:45.287325+00:00
25-05-2017,164500,167000,163500,165000,120743.7344,627476,2026-02-19 06:47:45.287325+00:00
26-05-2017,165500,166500,163000,163500,119646.0859,487868,2026-02-19 06:47:45.287325+00:00
29-05-2017,163000,165000,161500,162000,118548.4219,405130,2026-02-19 06:47:45.287325+00:00
30-05-2017,162500,165500,161000,164000,120011.9609,393584,2026-02-19 06:47:45.287325+00:00
31-05-2017,162500,166000,162500,163000,119280.1875,568084,2026-02-19 06:47:45.287325+00:00
01-06-2017,162500,166500,162500,165500,121109.6016,439229,2026-02-19 06:47:45.287325+00:00
02-06-2017,164500,165000,160500,163000,119280.1875,571120,2026-02-19 06:47:45.287325+00:00
05-06-2017,163500,165500,161000,161500,118182.5234,371037,2026-02-19 06:47:45.287325+00:00
07-06-2017,160000,160000,157000,159000,116353.0781,746365,2026-02-19 06:47:45.287325+00:00
08-06-2017,159000,161000,158500,160000,117084.8438,548233,2026-02-19 06:47:45.287325+00:00
09-06-2017,160000,161000,158500,160000,117084.8438,343795,2026-02-19 06:47:45.287325+00:00
12-06-2017,158000,163500,158000,162500,118914.3047,390351,2026-02-19 06:47:45.287325+00:00
13-06-2017,163000,167000,162000,164500,120377.8359,548527,2026-02-19 06:47:45.287325+00:00
14-06-2017,165000,170000,164500,169000,123670.8438,638693,2026-02-19 06:47:45.287325+00:00
15-06-2017,168000,169000,162000,163000,119280.1875,668866,2026-02-19 06:47:45.287325+00:00
16-06-2017,163500,165000,162500,165000,120743.7344,310581,2026-02-19 06:47:45.287325+00:00
19-06-2017,164500,168000,163500,167000,122207.3203,335858,2026-02-19 06:47:45.287325+00:00
20-06-2017,166000,169000,165000,166500,121841.4297,373530,2026-02-19 06:47:45.287325+00:00
21-06-2017,166000,166000,160000,160500,117450.7422,557266,2026-02-19 06:47:45.287325+00:00
22-06-2017,162000,162000,160000,161500,118182.5234,401279,2026-02-19 06:47:45.287325+00:00
23-06-2017,162000,166000,162000,164000,120011.9609,292130,2026-02-19 06:47:45.287325+00:00
26-06-2017,163000,165000,162000,164000,120011.9609,211301,2026-02-19 06:47:45.287325+00:00
27-06-2017,163000,163500,160000,160500,117450.7422,449056,2026-02-19 06:47:45.287325+00:00
28-06-2017,160000,162500,159500,160000,117084.8438,347569,2026-02-19 06:47:45.287325+00:00
29-06-2017,159500,162500,159000,161000,118557.6172,400255,2026-02-19 06:47:45.287325+00:00
30-06-2017,159500,162000,158000,159500,117453.0469,337644,2026-02-19 06:47:45.287325+00:00
03-07-2017,158500,164000,158000,163500,120398.5469,392228,2026-02-19 06:47:45.287325+00:00
04-07-2017,162500,162500,157500,158500,116716.6641,448579,2026-02-19 06:47:45.287325+00:00
05-07-2017,158000,159000,155000,156000,114875.6953,533353,2026-02-19 06:47:45.287325+00:00
06-07-2017,156500,157000,155000,155500,114507.5078,380091,2026-02-19 06:47:45.287325+00:00
07-07-2017,153500,154500,150500,151500,111561.9766,857341,2026-02-19 06:47:45.287325+00:00
10-07-2017,151000,151500,147500,148000,108984.6094,805494,2026-02-19 06:47:45.287325+00:00
11-07-2017,148500,150000,146500,148000,108984.6094,592204,2026-02-19 06:47:45.287325+00:00
12-07-2017,149000,151000,148000,149000,109721.0234,592811,2026-02-19 06:47:45.287325+00:00
13-07-2017,150000,151500,148000,149000,109721.0234,609170,2026-02-19 06:47:45.287325+00:00
14-07-2017,150000,154500,149500,154000,113402.9375,776297,2026-02-19 06:47:45.287325+00:00
17-07-2017,153500,154000,149500,150500,110825.5859,503286,2026-02-19 06:47:45.287325+00:00
18-07-2017,151000,151500,147000,148000,108984.6094,531137,2026-02-19 06:47:45.287325+00:00
19-07-2017,148500,149500,147000,148500,109352.8359,480211,2026-02-19 06:47:45.287325+00:00
20-07-2017,149000,149000,145000,148000,108984.6094,482332,2026-02-19 06:47:45.287325+00:00
21-07-2017,148000,148000,146500,147500,108616.4219,303019,2026-02-19 06:47:45.287325+00:00
24-07-2017,148000,148000,144500,145000,106775.5,558419,2026-02-19 06:47:45.287325+00:00
25-07-2017,145000,147500,144500,146000,107511.875,769128,2026-02-19 06:47:45.287325+00:00
26-07-2017,147000,150000,146500,148000,108984.6094,1000733,2026-02-19 06:47:45.287325+00:00
27-07-2017,148000,148500,144500,146500,107880.0625,552184,2026-02-19 06:47:45.287325+00:00
28-07-2017,146500,150000,146500,149500,110089.2266,857408,2026-02-19 06:47:45.287325+00:00
31-07-2017,149500,149500,144500,145000,106775.5,871600,2026-02-19 06:47:45.287325+00:00
01-08-2017,145000,147000,144500,145500,107143.6797,415903,2026-02-19 06:47:45.287325+00:00
02-08-2017,146500,148000,145500,147500,108616.4219,462222,2026-02-19 06:47:45.287325+00:00
03-08-2017,147500,149500,146000,148500,109352.8359,643295,2026-02-19 06:47:45.287325+00:00
04-08-2017,148000,151000,147000,150000,110457.3906,520334,2026-02-19 06:47:45.287325+00:00
07-08-2017,150500,151000,148000,148000,108984.6094,280334,2026-02-19 06:47:45.287325+00:00
08-08-2017,147000,147500,143500,144000,106039.1016,655022,2026-02-19 06:47:45.287325+00:00
09-08-2017,145000,146000,144000,146000,107511.875,391355,2026-02-19 06:47:45.287325+00:00
10-08-2017,144500,146500,144000,145000,106775.5,576598,2026-02-19 06:47:45.287325+00:00
11-08-2017,143500,145500,141000,142000,104566.3203,607681,2026-02-19 06:47:45.287325+00:00
14-08-2017,142500,146000,142000,144500,106407.3125,319856,2026-02-19 06:47:45.287325+00:00
16-08-2017,145000,146000,143000,144500,106407.3125,417168,2026-02-19 06:47:45.287325+00:00
17-08-2017,143000,144500,141500,144000,106039.1016,250791,2026-02-19 06:47:45.287325+00:00
18-08-2017,144000,145500,143500,144500,106407.3125,253371,2026-02-19 06:47:45.287325+00:00
21-08-2017,145000,148500,143500,148000,108984.6094,430402,2026-02-19 06:47:45.287325+00:00
22-08-2017,148000,150000,145000,147000,108248.25,533818,2026-02-19 06:47:45.287325+00:00
23-08-2017,146500,147500,145500,146500,107880.0625,245112,2026-02-19 06:47:45.287325+00:00
24-08-2017,146500,147000,143500,143500,105670.9219,505047,2026-02-19 06:47:45.287325+00:00
25-08-2017,143500,145500,143000,144500,106407.3125,362052,2026-02-19 06:47:45.287325+00:00
28-08-2017,144000,146000,144000,144500,106407.3125,319822,2026-02-19 06:47:45.287325+00:00
29-08-2017,143000,144500,142500,144000,106039.1016,332462,2026-02-19 06:47:45.287325+00:00
30-08-2017,142500,144000,138500,143000,105302.7188,762771,2026-02-19 06:47:45.287325+00:00
31-08-2017,142000,145000,139500,140500,103461.7813,834907,2026-02-19 06:47:45.287325+00:00
01-09-2017,141000,143500,139500,143000,105302.7188,541048,2026-02-19 06:47:45.287325+00:00
04-09-2017,140000,142500,139500,140000,103093.5859,326756,2026-02-19 06:47:45.287325+00:00
05-09-2017,141000,142000,137000,138000,101620.8125,546091,2026-02-19 06:47:45.287325+00:00
06-09-2017,138000,138500,133500,136000,100148.0391,694527,2026-02-19 06:47:45.287325+00:00
07-09-2017,138000,139000,137000,138000,101620.8125,531212,2026-02-19 06:47:45.287325+00:00
08-09-2017,138000,138500,133000,135500,99779.83594,637658,2026-02-19 06:47:45.287325+00:00
11-09-2017,134500,136500,133500,135000,99411.66406,488905,2026-02-19 06:47:45.287325+00:00
12-09-2017,135000,137500,134500,136000,100148.0391,379325,2026-02-19 06:47:45.287325+00:00
13-09-2017,136500,137500,133500,134000,98675.27344,588704,2026-02-19 06:47:45.287325+00:00
14-09-2017,134000,137000,133000,137000,100884.4141,904204,2026-02-19 06:47:45.287325+00:00
15-09-2017,135500,137000,134000,136500,100516.2266,369517,2026-02-19 06:47:45.287325+00:00
18-09-2017,136500,137500,135500,137000,100884.4141,415861,2026-02-19 06:47:45.287325+00:00
19-09-2017,136500,141000,136500,140000,103093.5859,627903,2026-02-19 06:47:45.287325+00:00
20-09-2017,141000,143000,139500,142000,104566.3203,618904,2026-02-19 06:47:45.287325+00:00
21-09-2017,140500,142000,138500,141500,104198.1641,467712,2026-02-19 06:47:45.287325+00:00
25-09-2017,141000,143000,140000,141000,103829.9531,307434,2026-02-19 06:47:45.287325+00:00
26-09-2017,141000,141000,141000,141000,103829.9531,0,2026-02-19 06:47:45.287325+00:00
27-09-2017,146000,149000,145500,147500,108616.4219,623568,2026-02-19 06:47:45.287325+00:00
28-09-2017,147000,148000,145000,147000,108248.25,541478,2026-02-19 06:47:45.287325+00:00
29-09-2017,148500,151000,147500,150500,110825.5859,808779,2026-02-19 06:47:45.287325+00:00
10-10-2017,149500,152000,147500,151000,111193.7813,886098,2026-02-19 06:47:45.287325+00:00
11-10-2017,151000,156500,151000,155000,114139.3125,993821,2026-02-19 06:47:45.287325+00:00
12-10-2017,155000,156500,152500,156500,115243.8672,576444,2026-02-19 06:47:45.287325+00:00
13-10-2017,155000,155500,152000,154500,113771.1172,644646,2026-02-19 06:47:45.287325+00:00
16-10-2017,154500,155000,152000,153000,112666.5547,521198,2026-02-19 06:47:45.287325+00:00
17-10-2017,153000,153500,148500,149500,110089.2266,510688,2026-02-19 06:47:45.287325+00:00
18-10-2017,148000,153500,147000,150500,110825.5859,695484,2026-02-19 06:47:45.287325+00:00
19-10-2017,152000,154000,150500,151500,111561.9766,474052,2026-02-19 06:47:45.287325+00:00
20-10-2017,151500,152500,150500,151500,111561.9766,227605,2026-02-19 06:47:45.287325+00:00
23-10-2017,151000,153000,150500,151500,111561.9766,387789,2026-02-19 06:47:45.287325+00:00
24-10-2017,151500,152500,150000,151000,111193.7813,357958,2026-02-19 06:47:45.287325+00:00
25-10-2017,150000,150500,146500,148500,109352.8359,829299,2026-02-19 06:47:45.287325+00:00
26-10-2017,148500,160000,148000,159500,117453.0469,1550507,2026-02-19 06:47:45.287325+00:00
27-10-2017,159500,161500,156500,158500,116716.6641,776439,2026-02-19 06:47:45.287325+00:00
30-10-2017,160000,160500,154500,156000,114875.6953,540408,2026-02-19 06:47:45.287325+00:00
31-10-2017,157000,162000,156000,161000,118557.6172,905364,2026-02-19 06:47:45.287325+00:00
01-11-2017,159000,162000,158500,160500,118189.4141,601287,2026-02-19 06:47:45.287325+00:00
02-11-2017,159000,160500,158000,160000,117821.2266,353460,2026-02-19 06:47:45.287325+00:00
03-11-2017,161000,164000,159500,161500,118925.7891,426678,2026-02-19 06:47:45.287325+00:00
06-11-2017,160000,163000,157500,158500,116716.6641,530662,2026-02-19 06:47:45.287325+00:00
07-11-2017,157000,159500,153500,155000,114139.3125,754723,2026-02-19 06:47:45.287325+00:00
08-11-2017,153500,157000,153500,155000,114139.3125,384213,2026-02-19 06:47:45.287325+00:00
09-11-2017,156000,156000,153000,155500,114507.5078,543762,2026-02-19 06:47:45.287325+00:00
10-11-2017,154000,155500,153500,154500,113771.1172,333985,2026-02-19 06:47:45.287325+00:00
13-11-2017,156500,161500,156000,160500,118189.4141,664551,2026-02-19 06:47:45.287325+00:00
14-11-2017,160000,160500,157500,160500,118189.4141,493631,2026-02-19 06:47:45.287325+00:00
15-11-2017,161500,163000,160000,161500,118925.7891,568064,2026-02-19 06:47:45.287325+00:00
16-11-2017,162000,162000,158000,159500,117453.0469,392185,2026-02-19 06:47:45.287325+00:00
17-11-2017,158000,159000,156000,157000,115612.0703,493488,2026-02-19 06:47:45.287325+00:00
20-11-2017,155500,157500,154000,156500,115243.8672,392823,2026-02-19 06:47:45.287325+00:00
21-11-2017,157000,158500,156000,157000,115612.0703,279920,2026-02-19 06:47:45.287325+00:00
22-11-2017,157000,159000,155000,155000,114139.3125,298605,2026-02-19 06:47:45.287325+00:00
23-11-2017,156000,157000,154500,157000,115612.0703,327088,2026-02-19 06:47:45.287325+00:00
24-11-2017,156000,159500,155500,159000,117084.8438,414474,2026-02-19 06:47:45.287325+00:00
27-11-2017,158500,160000,158000,158500,116716.6641,508762,2026-02-19 06:47:45.287325+00:00
28-11-2017,156500,160500,155000,157000,115612.0703,360463,2026-02-19 06:47:45.287325+00:00
29-11-2017,158000,161000,157500,160500,118189.4141,550470,2026-02-19 06:47:45.287325+00:00
30-11-2017,163000,166500,162500,164500,121134.9375,1207560,2026-02-19 06:47:45.287325+00:00
01-12-2017,164500,165500,161500,161500,118925.7891,529049,2026-02-19 06:47:45.287325+00:00
04-12-2017,160500,160500,157500,160500,118189.4141,412767,2026-02-19 06:47:45.287325+00:00
05-12-2017,159000,162500,159000,161500,118925.7891,298181,2026-02-19 06:47:45.287325+00:00
06-12-2017,159500,162500,159500,162000,119294,435843,2026-02-19 06:47:45.287325+00:00
07-12-2017,163000,163000,160000,161500,118925.7891,317111,2026-02-19 06:47:45.287325+00:00
08-12-2017,159500,161000,157000,158500,116716.6641,562488,2026-02-19 06:47:45.287325+00:00
11-12-2017,158000,158500,149500,150000,110457.3906,1235495,2026-02-19 06:47:45.287325+00:00
12-12-2017,149000,151500,148000,150000,110457.3906,594577,2026-02-19 06:47:45.287325+00:00
13-12-2017,151500,152500,150000,151500,111561.9766,449530,2026-02-19 06:47:45.287325+00:00
14-12-2017,151000,154500,150500,150500,110825.5859,848663,2026-02-19 06:47:45.287325+00:00
15-12-2017,151500,154000,150500,154000,113402.9375,414172,2026-02-19 06:47:45.287325+00:00
18-12-2017,154000,155000,152000,154000,113402.9375,304658,2026-02-19 06:47:45.287325+00:00
19-12-2017,154000,155500,152500,153000,112666.5547,301402,2026-02-19 06:47:45.287325+00:00
21-12-2017,151500,152500,150000,150000,110457.3906,393766,2026-02-19 06:47:45.287325+00:00
22-12-2017,151000,153000,150500,153000,112666.5547,257517,2026-02-19 06:47:45.287325+00:00
26-12-2017,152000,155000,151500,154000,113402.9375,319229,2026-02-19 06:47:45.287325+00:00
27-12-2017,151500,157000,150000,156500,117533.4844,445829,2026-02-19 06:47:45.287325+00:00
28-12-2017,154500,156000,152000,156000,117158,405259,2026-02-19 06:47:45.287325+00:00
