Date,open,high,low,close,adjclose,volume,ingested_at_utc
02-01-2026,299500,302000,293000,298500,298500,955205,2026-02-19 06:47:45.287325+00:00
05-01-2026,302500,310000,302000,304500,304500,1292161,2026-02-19 06:47:45.287325+00:00
06-01-2026,318000,330000,304000,308000,308000,3346949,2026-02-19 06:47:45.287325+00:00
07-01-2026,314000,362000,313000,350500,350500,7764177,2026-02-19 06:47:45.287325+00:00
08-01-2026,361000,361000,338000,340500,340500,3053301,2026-02-19 06:47:45.287325+00:00
09-01-2026,349000,369000,340000,366000,366000,3104258,2026-02-19 06:47:45.287325+00:00
12-01-2026,383000,383500,358500,367000,367000,3027809,2026-02-19 06:47:45.287325+00:00
13-01-2026,380500,413500,378000,406000,406000,5463622,2026-02-19 06:47:45.287325+00:00
14-01-2026,406500,413500,398000,411500,411500,2861932,2026-02-19 06:47:45.287325+00:00
15-01-2026,409500,425000,405000,422000,422000,2864894,2026-02-19 06:47:45.287325+00:00
16-01-2026,426500,426500,408000,413000,413000,2589883,2026-02-19 06:47:45.287325+00:00
19-01-2026,420000,487000,419500,480000,480000,5990850,2026-02-19 06:47:45.287325+00:00
20-01-2026,494000,496500,460500,479000,479000,5235613,2026-02-19 06:47:45.287325+00:00
21-01-2026,468000,551000,467500,549000,549000,7830202,2026-02-19 06:47:45.287325+00:00
22-01-2026,586000,590000,525000,529000,529000,7176207,2026-02-19 06:47:45.287325+00:00
23-01-2026,530000,543000,500000,510000,510000,4774169,2026-02-19 06:47:45.287325+00:00
26-01-2026,499000,515000,490000,492500,492500,3680159,2026-02-19 06:47:45.287325+00:00
27-01-2026,473000,499000,469000,488500,488500,4492400,2026-02-19 06:47:45.287325+00:00
28-01-2026,505000,506000,490500,492500,492500,2514604,2026-02-19 06:47:45.287325+00:00
29-01-2026,501000,529000,494000,528000,528000,5431226,2026-02-19 06:47:45.287325+00:00
30-01-2026,516000,517000,500000,500000,500000,3032673,2026-02-19 06:47:45.287325+00:00
02-02-2026,486000,507000,473000,478000,478000,2652237,2026-02-19 06:47:45.287325+00:00
03-02-2026,487000,495000,473000,491500,491500,2275995,2026-02-19 06:47:45.287325+00:00
04-02-2026,502000,518000,497500,504000,504000,1706630,2026-02-19 06:47:45.287325+00:00
05-02-2026,492500,508000,483500,488500,488500,1653286,2026-02-19 06:47:45.287325+00:00
06-02-2026,469500,473000,452000,467500,467500,2023516,2026-02-19 06:47:45.287325+00:00
09-02-2026,484000,485000,473000,478000,478000,1518143,2026-02-19 06:47:45.287325+00:00
10-02-2026,499000,505000,479000,480500,480500,1738747,2026-02-19 06:47:45.287325+00:00
11-02-2026,480500,515000,477000,509000,509000,3270111,2026-02-19 06:47:45.287325+00:00
12-02-2026,512000,512000,498000,506000,506000,1733637,2026-02-19 06:47:45.287325+00:00
13-02-2026,499500,509500,497500,499000,499000,1147006,2026-02-19 06:47:45.287325+00:00
19-02-2026,504000,523000,495500,514000,514000,1832078,2026-02-19 06:47:45.287325+00:00
